Region,Brott,År,Period,Antal
Järfälla kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,128
Järfälla kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,97
Järfälla kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,85
Järfälla kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,85
Järfälla kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,99
Järfälla kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,117
Järfälla kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,129
Järfälla kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,104
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,4
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,7
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,4
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,5
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,7
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,8
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,1
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,3
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,9
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,9
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,2
Järfälla kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,3
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Jan,13
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Feb,8
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Mar,16
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Apr,9
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Maj,15
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Jun,6
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Jul,9
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Aug,6
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Sep,11
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Okt,12
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Nov,10
Järfälla kommun,6 kap. Sexualbrott,2023 prel.,Dec,10
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Jan,3
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Feb,0
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Mar,1
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Apr,0
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Maj,1
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Jun,0
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Jul,1
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Aug,1
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Sep,0
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Okt,1
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Nov,1
Järfälla kommun,7 kap. Brott mot familj,2023 prel.,Dec,1
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Jan,20
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Feb,31
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Mar,23
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Apr,31
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Maj,29
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Jun,33
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Jul,16
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Aug,29
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Sep,33
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Okt,29
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Nov,27
Knivsta kommun,3-7 kap. Brott mot person,2023 prel.,Dec,33
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,3
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,8
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,6
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,8
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,8
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,7
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,5
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,9
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,10
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,11
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,7
Knivsta kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,9
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Jan,3
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Feb,5
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Mar,5
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Apr,8
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Maj,8
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Jun,7
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Jul,5
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Aug,9
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Sep,10
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Okt,11
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Nov,7
Knivsta kommun,därav misshandel inkl. grov,2023 prel.,Dec,9
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,15
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,17
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,13
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,18
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,16
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,23
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,10
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,17
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,21
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,16
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,18
Knivsta kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,20
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,0
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,2
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,0
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,1
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,3
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,0
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,1
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,0
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,1
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,0
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,0
Knivsta kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,2
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Jan,2
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Feb,3
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Mar,4
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Apr,4
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Maj,2
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Jun,3
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Jul,0
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Aug,3
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Sep,1
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Okt,2
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Nov,2
Knivsta kommun,6 kap. Sexualbrott,2023 prel.,Dec,1
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Jan,0
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Feb,1
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Mar,0
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Apr,0
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Maj,0
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Jun,0
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Jul,0
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Aug,0
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Sep,0
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Okt,0
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Nov,0
Knivsta kommun,7 kap. Brott mot familj,2023 prel.,Dec,1
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Jan,32
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Feb,63
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Mar,65
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Apr,56
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Maj,63
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Jun,81
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Jul,45
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Aug,46
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Sep,57
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Okt,57
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Nov,65
Lidingö kommun,3-7 kap. Brott mot person,2023 prel.,Dec,79
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,11
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,23
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,15
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,8
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,19
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,19
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,6
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,16
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,13
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,21
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,21
Lidingö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,18
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Jan,9
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Feb,23
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Mar,15
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Apr,7
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Maj,19
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Jun,16
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Jul,5
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Aug,15
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Sep,11
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Okt,19
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Nov,18
Lidingö kommun,därav misshandel inkl. grov,2023 prel.,Dec,18
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,20
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,35
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,34
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,36
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,39
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,47
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,27
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,25
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,39
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,33
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,32
Lidingö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,41
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,1
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,1
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,6
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,5
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,0
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,5
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,3
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,2
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,3
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,2
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,5
Lidingö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,5
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Jan,0
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Feb,2
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Mar,10
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Apr,7
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Maj,5
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Jun,10
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Jul,9
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Aug,2
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Sep,2
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Okt,1
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Nov,6
Lidingö kommun,6 kap. Sexualbrott,2023 prel.,Dec,14
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Jan,0
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Feb,2
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Mar,0
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Apr,0
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Maj,0
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Jun,0
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Jul,0
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Aug,1
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Sep,0
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Okt,0
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Nov,1
Lidingö kommun,7 kap. Brott mot familj,2023 prel.,Dec,1
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Jan,135
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Feb,135
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Mar,143
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Apr,136
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Maj,212
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Jun,120
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Jul,134
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Aug,157
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Sep,170
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Okt,136
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Nov,178
Nacka kommun,3-7 kap. Brott mot person,2023 prel.,Dec,130
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,46
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,47
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,58
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,33
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,76
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,46
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,40
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,39
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,64
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,22
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,53
Nacka kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,42
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Jan,42
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Feb,44
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Mar,55
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Apr,31
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Maj,71
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Jun,42
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Jul,36
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Aug,38
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Sep,59
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Okt,21
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Nov,50
Nacka kommun,därav misshandel inkl. grov,2023 prel.,Dec,36
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,83
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,74
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,77
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,84
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,111
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,65
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,77
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,110
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,94
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,97
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,107
Nacka kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,83
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,3
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,4
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,3
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,3
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,2
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,3
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,7
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,3
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,5
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,4
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,5
Nacka kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,3
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Jan,2
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Feb,10
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Mar,5
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Apr,15
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Maj,23
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Jun,6
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Jul,10
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Aug,5
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Sep,7
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Okt,11
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Nov,13
Nacka kommun,6 kap. Sexualbrott,2023 prel.,Dec,2
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Jan,1
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Feb,0
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Mar,0
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Apr,1
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Maj,0
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Jun,0
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Jul,0
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Aug,0
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Sep,0
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Okt,2
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Nov,0
Nacka kommun,7 kap. Brott mot familj,2023 prel.,Dec,0
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Jan,179
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Feb,151
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Mar,164
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Apr,171
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Maj,205
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Jun,203
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Jul,159
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Aug,158
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Sep,162
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Okt,178
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Nov,169
Norrtälje kommun,3-7 kap. Brott mot person,2023 prel.,Dec,143
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,64
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,68
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,57
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,60
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,78
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,68
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,54
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,61
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,52
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,65
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,48
Norrtälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,53
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Jan,61
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Feb,60
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Mar,53
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Apr,57
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Maj,73
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Jun,67
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Jul,50
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Aug,60
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Sep,50
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Okt,64
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Nov,45
Norrtälje kommun,därav misshandel inkl. grov,2023 prel.,Dec,48
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,94
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,73
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,94
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,101
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,93
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,113
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,82
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,83
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,90
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,87
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,96
Norrtälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,78
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,6
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,5
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,6
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,1
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,9
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,3
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,3
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,5
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,6
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,8
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,3
Norrtälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,5
Norrtälje kommun,6 kap. Sexualbrott,2023 prel.,Jan,14
Norrtälje kommun,6 kap. Sexualbrott,2023 prel.,Feb,5
Norrtälje kommun,6 kap. Sexualbrott,2023 prel.,Mar,7
Norrtälje kommun,6 kap. Sexualbrott,2023 prel.,Apr,7
Norrtälje kommun,6 kap. Sexualbrott,2023 prel.,Maj,23
